age_group,gender_encoded,marital_status_encoded,housing_status_encoded,income_category,customer_reference,annual_income_normalized,savings_balance_normalized,checking_balance_normalized,loan_amount_normalized,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose_car,loan_purpose_education,loan_purpose_health,loan_purpose_housing,loan_purpose_other,credit_risk_encoded,region_Assaba,region_Brakna,region_Gorgol,region_Guidimakha,region_Hodh Ech Chargui,region_Hodh El Gharbi,region_Inchiri,region_Nouadhibou,region_Nouakchott,region_Tagant,region_Trarza,education_level_master,education_level_phd,education_level_primary,education_level_secondary,employment_status_public_sector,employment_status_retired,employment_status_self_employed,employment_status_student,employment_status_unemployed
26-35,0,0,2,Très bas,USER1929,-1.2131691247905718,-0.9609409388659225,-0.7113439767865005,0.7769728968406951,48,2,1,568,1.8,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
56+,0,0,0,Bas,USER1930,-0.358575499336072,-0.0474905343016577,-0.4513459329264601,0.03389665489373227,6,1,0,678,0.496,False,False,True,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46-55,1,1,0,Très bas,USER1931,-1.1996860228503743,-0.4932968102988671,-0.33336610037396136,-0.20426383474038137,36,2,0,612,1.502,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
36-45,0,1,3,Bas,USER1932,-0.5438222305616349,-0.9609409388659225,-0.3175906111277486,-0.4624038190704747,36,0,0,642,0.478,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36-45,1,1,0,Bas,USER1933,-0.6931879180576818,0.3859119072125437,-0.12395440394919374,-0.4938121729826617,24,0,0,618,0.537,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
56+,1,1,3,Bas,USER1934,-0.5850946372705267,-0.9609409388659225,-0.4845074472213895,-0.11648689917359799,60,1,0,736,0.61,True,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
46-55,0,2,2,Élevé,USER1935,-0.1865025552048505,0.35219643347462576,-0.6813938320736721,4.003699267926897,24,2,0,639,1.519,False,False,True,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,0,1,0,Bas,USER1936,-0.43596210953181164,0.6721176847896503,0.5482793592067667,-0.4411056098495478,12,2,1,636,0.672,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36-45,0,3,0,Élevé,USER1937,0.1168617615425465,0.9638223915078385,-0.08917265182885369,2.038992393645287,12,1,0,457,1.015,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36-45,0,2,3,Très élevé,USER1938,1.058462054026051,-0.049159617159970415,-1.0697593410115978,-0.0880408047273764,12,1,0,586,0.234,False,False,False,True,False,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
26-35,0,1,1,Élevé,USER1939,0.35008567692832643,-0.9319252077970271,1.5707141071935278,-0.8685662766824231,36,0,1,573,0.247,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
46-55,1,1,2,Très élevé,USER1940,0.6077089524230709,1.4415237720566092,-1.2790190390774945,1.5754610059829797,12,1,1,467,0.709,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,1,1,2,Très élevé,USER1941,1.3868756571858478,-0.6899246375077669,0.9084798956466876,-1.2988324440242542,48,1,0,578,0.248,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
36-45,1,1,2,Très bas,USER1942,-0.927139479666007,-0.2058149654330406,-1.0313910744234327,-0.7148083648600817,36,2,1,491,0.602,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
36-45,0,2,2,Élevé,USER1943,0.3069375599568733,1.887533955713356,2.0662125870743173,0.004099524488128624,12,0,1,620,0.577,False,False,False,True,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
36-45,1,1,2,Élevé,USER1944,-0.0995204038550285,1.0513990868626792,0.40639697621991805,0.828902129475648,24,0,0,692,0.767,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
46-55,0,1,3,Bas,USER1945,-0.6444924766584363,0.5182775777514878,-0.8457202280512375,0.4231032880010929,48,1,2,642,0.816,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
46-55,1,2,0,Bas,USER1946,-0.6634201458179377,-0.6993570111779954,0.15181589514942395,-0.06331652345634227,12,0,0,713,0.754,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
36-45,1,1,3,Très élevé,USER1947,0.494649420965769,2.371143725138893,1.0411421228645832,2.998593157015591,48,0,1,519,0.928,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
56+,0,0,2,Élevé,USER1948,-0.06109494559248266,0.9745341213000053,-0.21904716446490524,0.6082032947950295,24,0,0,475,0.541,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
36-45,1,2,3,Très bas,USER1949,-0.8633095184480126,-0.33067551856770944,0.45969018804614614,-0.4174948019947987,36,1,1,579,0.641,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
46-55,1,2,2,Très bas,USER1950,-1.032696170073063,-0.7622049695640603,-0.5032646915075794,0.10183307793260615,36,0,0,765,1.12,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
36-45,0,0,0,Très élevé,USER1951,0.5127983261035787,1.4292695794850359,-0.8519424587420357,2.051216360148594,12,0,0,649,0.532,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,1,0,3,Bas,USER1952,-0.5976059794167444,0.2092094760570192,-0.3078336100912943,-0.5071431486153671,18,2,0,631,0.662,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36-45,0,0,3,Très bas,USER1953,-0.789242435535627,-0.9609409388659225,-0.48272874302183705,1.5941379468712298,24,0,0,639,1.343,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
46-55,0,2,2,Élevé,USER1954,0.009810657925746756,0.21826363390713763,0.33748674152161917,0.5617396167230311,12,1,1,549,0.44,False,True,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26-35,1,0,2,Bas,USER1955,-0.5705709229905598,-0.4280299150807056,0.5534052613091133,0.44421080075885316,12,2,0,521,0.883,False,False,False,True,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,2,2,Élevé,USER1956,0.11216205368223549,0.4748255132706438,0.37354592665800146,1.2359647390366106,12,1,0,623,0.784,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
18-25,1,1,2,Très élevé,USER1957,1.3706441911262295,0.341017689365453,2.5910144101408252,0.40440210603701615,12,1,0,609,0.392,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,0,1,3,Bas,USER1958,-0.599877591817594,0.1973466546384298,-0.8926262747972543,1.4439143839043527,18,1,1,658,1.08,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
36-45,1,1,1,Élevé,USER1959,-0.020015013045683636,-0.8902507576707014,0.6661524695072921,-0.44603301252915967,18,0,1,482,0.382,False,True,False,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
26-35,0,1,0,Élevé,USER1960,0.045025605435771575,-0.7011708026979157,0.31827350215881683,-0.939565155634011,6,2,1,817,0.214,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
36-45,1,1,3,Très élevé,USER1961,0.6991639111982167,2.698443473779286,0.24379107230446517,0.008089605569126374,12,1,0,750,0.32,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
26-35,0,1,3,Très bas,USER1962,-1.1427011522262602,-0.9609409388659225,-0.27362104331481113,-0.6438401912712071,18,1,0,528,0.962,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36-45,0,2,3,Très élevé,USER1963,0.6717266933113993,-0.9609409388659225,-0.9432773023852382,-0.8701645716152326,24,0,0,574,0.266,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,1,2,2,Bas,USER1964,-0.32252075941149666,-0.23572361472071815,-0.6898863361246264,0.653888026297145,6,2,0,597,0.728,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
26-35,1,1,2,Bas,USER1965,-0.6389216797718521,-0.15848207775454332,-1.2790190390774945,0.509163955399379,24,0,0,516,0.946,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
26-35,0,2,3,Très élevé,USER1966,1.1665240382014836,2.49570828328391,0.37534726891100284,-0.8877716730236853,6,1,0,553,0.159,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
46-55,1,2,2,Très élevé,USER1967,1.9336603254181768,0.002154403129340031,-0.22165377461915853,-0.3629071313775693,48,1,1,588,0.336,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36-45,1,2,2,Bas,USER1968,-0.46875626412511,0.9927493240798385,0.05624450150365105,-0.3072108355592204,6,2,2,504,0.602,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36-45,0,2,0,Bas,USER1969,-0.5992646998380307,0.00825518874937973,-0.4265507963846984,-0.4377086270904321,24,3,1,521,0.687,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
46-55,1,1,3,Très bas,USER1970,-1.0118343703091182,-0.2540440601635384,-0.34255715007419435,0.6139775190568377,12,3,0,657,1.264,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
26-35,1,1,2,Bas,USER1971,-0.21284282685079828,-0.07524993108114325,0.6263935796358409,-1.0008740685419935,48,2,1,485,0.375,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
36-45,0,1,2,Élevé,USER1972,0.08575084304971715,0.1580434532625346,0.8045065501637558,-0.1794522855963727,36,0,0,511,0.439,False,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36-45,0,1,0,Bas,USER1973,-0.5111616081783519,-0.9609409388659225,0.8864498356333211,-0.3886156003271484,48,1,0,582,0.457,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
46-55,0,2,3,Bas,USER1974,-0.6196038461862117,-0.9146802108166073,-0.9179808946599661,1.3127055208155713,24,1,1,694,1.066,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
26-35,1,1,0,Bas,USER1975,-0.7163776641235764,-0.9609409388659225,-0.6738909343591962,1.2300402201046796,48,0,1,608,1.338,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
56+,0,1,2,Très bas,USER1976,-0.8785853946297075,0.15261030078581994,-1.1411047834594656,2.8185272136349013,12,1,1,590,1.8,False,False,False,False,True,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46-55,1,2,3,Très élevé,USER1977,0.8584120254558014,0.45465345472589225,-1.2790190390774945,0.15457196250015495,12,0,1,495,0.339,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,0,1,0,Élevé,USER1978,-0.13392842039281116,-0.22270641284248774,0.4296721291729713,1.0201997713224908,6,1,1,580,0.66,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
56+,1,1,0,Élevé,USER1979,0.2580512092261211,-0.9609409388659225,0.5065832987616208,-1.082198029723834,36,0,0,676,0.251,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
46-55,0,2,2,Bas,USER1980,-0.2125324687845513,0.5876127596607489,-1.2790190390774945,0.6789209772670332,48,1,1,587,0.695,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36-45,0,2,2,Très élevé,USER1981,1.5746761919279568,1.7518975405387627,1.1521462009472005,-0.8361220207965951,36,0,0,621,0.268,True,False,False,False,False,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36-45,1,0,2,Bas,USER1982,-0.6430799562493661,-0.9609409388659225,0.5461449141673036,1.2468134285047094,24,1,0,586,1.11,True,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
26-35,0,1,0,Élevé,USER1983,-0.05379083802667404,-0.23021153024676314,-0.12034525142791987,0.8379052650375102,18,2,0,635,0.638,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
26-35,0,2,3,Très élevé,USER1984,0.7915786327328491,-0.9609409388659225,1.1811002713082794,2.3148558365477987,12,1,0,641,0.663,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,1,1,2,Élevé,USER1985,-0.19081418507980408,-0.1735120455624041,-0.40361844824101356,-1.5123074381086556,24,1,0,623,0.149,False,False,False,True,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36-45,1,2,0,Bas,USER1986,-0.3782130799714762,0.13386888469105077,-1.2790190390774945,2.239689108625821,48,2,1,647,1.251,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
36-45,0,1,2,Bas,USER1987,-0.2876808496319452,-0.9609409388659225,-0.23053435958637877,-0.7323395108976122,18,0,0,718,0.256,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
26-35,1,3,2,Élevé,USER1988,0.3096029880552294,0.01264742551248655,0.2691230541137283,2.002836021014602,24,0,0,556,0.776,False,False,False,False,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
56+,1,1,3,Très bas,USER1989,-1.0329861853416904,-0.37320670974741543,-0.44272730257771936,0.11681567886493899,36,2,1,732,1.208,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
26-35,1,1,0,Très élevé,USER1990,0.9215414641814096,-0.537620415582574,-1.2790190390774945,-0.1936850292498139,60,0,0,635,0.456,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26-35,1,1,3,Élevé,USER1991,-0.09078864918448373,-0.9379125286710338,1.8802862540989136,-0.847720567543586,12,2,0,602,0.353,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26-35,0,2,3,Élevé,USER1992,0.07010723168028413,-0.6140726325763449,-0.2531271369283309,0.7841013892053289,24,2,0,637,0.668,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18-25,0,1,2,Élevé,USER1993,0.25012273425645093,1.848765189735443,-0.07056417189389913,-0.5618407121096752,36,0,0,728,0.409,False,True,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36-45,0,1,0,Très bas,USER1994,-0.7220141838947773,-0.0920624464933499,-0.9166290794683063,-1.0793327345611736,12,1,2,635,0.307,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,1,0,Élevé,USER1995,0.03453080830486597,-0.9609409388659225,0.39247457334887537,0.7368652288503346,24,1,0,624,0.497,False,True,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
26-35,0,1,2,Élevé,USER1996,-0.024070010704513544,0.5484674222793343,0.6133637628722101,-0.917252053371826,48,1,0,644,0.347,False,False,False,True,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
26-35,1,1,2,Élevé,USER1997,0.3022456762494925,-0.6247596961193741,2.494851193097747,-0.34407989581919635,6,2,0,540,0.389,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36-45,0,1,2,Très élevé,USER1998,0.6877349102073981,0.8878470553307284,-0.7512483970015515,1.1583011803045309,36,0,0,652,0.586,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
36-45,0,2,2,Très élevé,USER1999,0.9162580745124761,3.495028478762692,1.3923618201005814,-0.40970372022424784,24,1,0,644,0.249,False,False,False,False,True,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36-45,1,1,2,Très élevé,USER2000,1.0710146033777033,1.513721883282444,-1.2790190390774945,0.18726347735941057,48,1,0,720,0.341,False,True,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
56+,1,1,3,Très bas,USER2001,-1.0813164996041749,-0.6623592818881638,-0.5496565310395438,1.3280549700287414,24,1,0,603,1.8,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
46-55,0,1,3,Très bas,USER2002,-0.7326007844200687,-0.8338505568092123,-0.46588603125589273,-0.5695364456486429,12,1,1,641,0.563,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
36-45,1,2,3,Très élevé,USER2003,2.5056460686297592,0.38602866079179515,0.21793518125824318,-0.9094803644619363,18,1,0,676,0.197,False,True,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18-25,1,2,1,Bas,USER2004,-0.5771228686546406,-0.06119345790591418,-0.4528497464769908,0.022050849173313743,36,3,0,745,0.755,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
36-45,0,0,1,Élevé,USER2005,0.052999460492439185,0.4486381787695296,-1.2790190390774945,0.8564981701962294,24,0,2,578,0.768,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
36-45,0,0,0,Bas,USER2006,-0.2250980583910879,0.988585661225407,0.3107706044443408,1.766396647764151,24,3,0,751,0.942,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
46-55,0,1,3,Très élevé,USER2007,0.9756084473726068,1.768415705377927,-1.2790190390774945,-0.4181331503248893,12,1,1,505,0.298,False,False,True,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,0,2,2,Élevé,USER2008,-0.17885262007950953,-0.8967100261115413,0.13092743983140662,-0.44796098609320595,6,1,1,526,0.343,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26-35,1,1,0,Élevé,USER2009,-0.11453964782059975,-0.17844693980653875,-0.6447169514788998,0.5512529273206036,24,0,0,624,0.548,False,False,False,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56+,0,1,3,Bas,USER2010,-0.29483369024109574,1.013830745009464,-0.373044140054524,1.5938357414592623,6,3,0,712,1.031,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,1,2,2,Très élevé,USER2011,0.7826559687307976,-0.9609409388659225,-0.17304987386447793,0.36223071445798266,12,0,2,498,0.43,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56+,1,2,3,Élevé,USER2012,-0.14099988981148345,2.429653712509954,-0.5847002377783634,-0.39992971845111147,36,1,1,735,0.365,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36-45,0,1,0,Élevé,USER2013,0.2144790231658294,-0.15089638393641835,-1.240569922298441,-0.10549114717881934,12,1,0,556,0.466,True,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
36-45,1,2,2,Bas,USER2014,-0.4510121284989099,-0.3967777774233319,0.9841589083261927,0.6217928419032148,24,0,0,615,0.751,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
26-35,1,2,2,Bas,USER2015,-0.47241275159467494,-0.31742152069775775,-0.5985903005730505,-0.42259350827691594,36,1,1,547,0.488,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
46-55,0,1,2,Élevé,USER2016,-0.20315339586154876,0.4648356823699048,0.5719619971218991,0.04104615619074871,24,1,1,700,0.638,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
26-35,1,2,0,Bas,USER2017,-0.670319483872137,-0.9609409388659225,-0.08586102801005058,0.2618694283939416,12,3,0,591,0.773,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
26-35,1,1,3,Bas,USER2018,-0.23099277520899852,-0.9609409388659225,-0.6382036601009021,-0.7581788816566529,18,0,0,763,0.427,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
36-45,0,1,2,Bas,USER2019,-0.3839669620366361,-0.17464340418951663,-0.8880113459013246,-0.1568628350697688,18,1,0,647,0.622,False,False,False,True,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26-35,1,1,3,Élevé,USER2020,-0.17947124977122197,-0.30612931184255204,-1.233484211568951,0.1915767727847578,48,4,2,477,0.591,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
36-45,0,1,2,Très élevé,USER2021,2.2080105966581436,3.26963816064271,2.6533596093389575,-0.7403180569878857,12,2,0,627,0.11,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,1,1,2,Très bas,USER2022,-0.8441033094441819,-0.38631764337236885,-0.200493662659755,-0.4979751737378866,6,1,0,636,0.728,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36-45,0,2,3,Élevé,USER2023,0.024344282799425822,-0.3223350375259731,1.0629005262365634,-0.3095848449184691,36,0,0,686,0.414,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
36-45,0,1,3,Bas,USER2024,-0.6731977289302055,-0.11341355174688002,-0.6612977086263646,-0.7566646224533744,6,0,1,599,0.38,False,False,True,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36-45,0,2,0,Bas,USER2025,-0.313343028023908,-0.8200621235412786,1.022465728769282,-0.40872761290431175,12,1,0,716,0.581,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
46-55,1,1,2,Bas,USER2026,-0.2833895625546112,-0.9609409388659225,1.0887628852980566,-1.0383152181914685,12,0,0,663,0.216,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
46-55,0,0,2,Très élevé,USER2027,1.8950554332484226,3.1926284864184287,1.2933138682465926,1.004132786264865,48,0,0,684,0.307,False,True,False,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,1,1,2,Élevé,USER2028,0.1036332053776908,0.4957753808715351,-0.5208285869762513,-0.6548020057598288,24,0,0,665,0.331,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
36-45,0,2,2,Très bas,USER2029,-1.168676296735447,-0.176901188193914,-0.7379178175278146,0.6998668828526188,24,0,0,739,1.8,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
36-45,1,2,0,Très bas,USER2030,-0.8451460082247327,-0.3976213631438388,-0.1927417463573417,-0.9904148523588355,48,2,0,644,0.584,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
36-45,0,2,1,Très bas,USER2031,-1.0732863106464068,0.09390462783826724,-0.4381188416970606,-0.546597923630141,18,0,1,679,0.873,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
36-45,1,1,2,Très élevé,USER2032,2.399349734965664,1.280823158924968,3.982682277893598,1.3560291715322121,36,1,1,600,0.334,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,1,3,3,Bas,USER2033,-0.4479758355516435,-0.7120453297343908,-0.16437949939356847,-0.7326901984612316,18,0,1,634,0.515,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
18-25,1,2,3,Élevé,USER2034,0.36272533518260597,0.8872978201832639,-1.216379545184527,-0.9787128770216529,12,1,0,641,0.101,False,False,False,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
46-55,1,1,1,Bas,USER2035,-0.7067028382197973,-0.9609409388659225,0.5377623663759581,-0.8667465799237339,12,0,0,544,0.364,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
26-35,0,2,2,Élevé,USER2036,0.4157704840010671,-0.683749853140314,0.38150805345672545,-0.32594272288601017,48,0,0,421,0.538,False,False,False,True,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
56+,1,2,2,Très élevé,USER2037,1.4593304429843352,-0.7845756131152789,1.7260046858373659,0.5367486836179085,12,3,0,656,0.436,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36-45,0,1,3,Bas,USER2038,-0.6509192358756275,-0.9609409388659225,-0.18921991204222782,0.9892196764165677,60,0,0,523,1.064,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
26-35,1,2,2,Très bas,USER2039,-0.9046805094838299,-0.0066596698958388085,0.03284645626044685,-1.1678805363392313,6,0,0,559,0.348,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
18-25,1,1,2,Très bas,USER2040,-0.8819852498831489,-0.783054527751792,-0.21848444713631957,0.9379966671240189,18,1,0,721,1.263,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
